Trace1,
Freq,,Amp,,
                1000,Hz,              -18.62, dBm,
                1081,Hz,              -18.62, dBm,
                1162,Hz,              -18.62, dBm,
                1243,Hz,              -18.62, dBm,
                1324,Hz,              -18.62, dBm,
                1405,Hz,              -18.62, dBm,
                1486,Hz,              -18.62, dBm,
                1567,Hz,              -18.62, dBm,
                1648,Hz,              -18.61, dBm,
                1729,Hz,              -18.60, dBm,
                1810,Hz,              -18.59, dBm,
                1891,Hz,              -18.57, dBm,
                1972,Hz,              -18.56, dBm,
                2053,Hz,              -18.57, dBm,
                2134,Hz,              -18.62, dBm,
                2215,Hz,              -18.73, dBm,
                2296,Hz,              -18.92, dBm,
                2377,Hz,              -19.20, dBm,
                2458,Hz,              -19.61, dBm,
                2539,Hz,              -20.14, dBm,
                2620,Hz,              -20.82, dBm,
                2701,Hz,              -21.66, dBm,
                2782,Hz,              -22.68, dBm,
                2863,Hz,              -23.89, dBm,
                2944,Hz,              -25.32, dBm,
                3025,Hz,              -26.97, dBm,
                3106,Hz,              -28.84, dBm,
                3187,Hz,              -30.93, dBm,
                3268,Hz,              -33.22, dBm,
                3349,Hz,              -35.66, dBm,
                3430,Hz,              -38.21, dBm,
                3511,Hz,              -40.83, dBm,
                3592,Hz,              -43.46, dBm,
                3673,Hz,              -45.99, dBm,
                3754,Hz,              -48.30, dBm,
                3835,Hz,              -50.28, dBm,
                3916,Hz,              -51.85, dBm,
                3997,Hz,              -53.00, dBm,
                4078,Hz,              -53.82, dBm,
                4159,Hz,              -54.36, dBm,
                4240,Hz,              -54.71, dBm,
                4321,Hz,              -54.94, dBm,
                4402,Hz,              -55.12, dBm,
                4483,Hz,              -55.26, dBm,
                4564,Hz,              -55.40, dBm,
                4645,Hz,              -55.54, dBm,
                4726,Hz,              -55.68, dBm,
                4807,Hz,              -55.84, dBm,
                4888,Hz,              -56.00, dBm,
                4969,Hz,              -56.16, dBm,
                5050,Hz,              -56.31, dBm,
                5131,Hz,              -56.44, dBm,
                5212,Hz,              -56.56, dBm,
                5293,Hz,              -56.66, dBm,
                5374,Hz,              -56.73, dBm,
                5455,Hz,              -56.79, dBm,
                5536,Hz,              -56.86, dBm,
                5617,Hz,              -56.94, dBm,
                5698,Hz,              -57.03, dBm,
                5779,Hz,              -57.14, dBm,
                5860,Hz,              -57.26, dBm,
                5941,Hz,              -57.38, dBm,
                6022,Hz,              -57.49, dBm,
                6103,Hz,              -57.57, dBm,
                6184,Hz,              -57.62, dBm,
                6265,Hz,              -57.65, dBm,
                6346,Hz,              -57.66, dBm,
                6427,Hz,              -57.64, dBm,
                6508,Hz,              -57.63, dBm,
                6589,Hz,              -57.61, dBm,
                6670,Hz,              -57.57, dBm,
                6751,Hz,              -57.54, dBm,
                6832,Hz,              -57.49, dBm,
                6913,Hz,              -57.45, dBm,
                6994,Hz,              -57.39, dBm,
                7075,Hz,              -57.35, dBm,
                7156,Hz,              -57.32, dBm,
                7237,Hz,              -57.29, dBm,
                7318,Hz,              -57.28, dBm,
                7399,Hz,              -57.29, dBm,
                7480,Hz,              -57.33, dBm,
                7561,Hz,              -57.42, dBm,
                7642,Hz,              -57.55, dBm,
                7723,Hz,              -57.69, dBm,
                7804,Hz,              -57.87, dBm,
                7885,Hz,              -58.05, dBm,
                7966,Hz,              -58.25, dBm,
                8047,Hz,              -58.45, dBm,
                8128,Hz,              -58.63, dBm,
                8209,Hz,              -58.81, dBm,
                8290,Hz,              -58.99, dBm,
                8371,Hz,              -59.17, dBm,
                8452,Hz,              -59.36, dBm,
                8533,Hz,              -59.55, dBm,
                8614,Hz,              -59.74, dBm,
                8695,Hz,              -59.91, dBm,
                8776,Hz,              -60.06, dBm,
                8857,Hz,              -60.28, dBm,
                8938,Hz,              -62.31, dBm,
                9019,Hz,              -62.26, dBm,
                9100,Hz,              -62.23, dBm,
                9181,Hz,              -62.21, dBm,
                9262,Hz,              -62.22, dBm,
                9343,Hz,              -62.25, dBm,
                9424,Hz,              -62.31, dBm,
                9505,Hz,              -62.39, dBm,
                9586,Hz,              -62.49, dBm,
                9667,Hz,              -62.60, dBm,
                9748,Hz,              -62.71, dBm,
                9829,Hz,              -62.82, dBm,
                9910,Hz,              -62.90, dBm,
                9991,Hz,              -62.95, dBm,
               10072,Hz,              -62.99, dBm,
               10153,Hz,              -63.04, dBm,
               10234,Hz,              -63.09, dBm,
               10315,Hz,              -63.16, dBm,
               10396,Hz,              -63.26, dBm,
               10477,Hz,              -63.37, dBm,
               10558,Hz,              -63.48, dBm,
               10639,Hz,              -63.57, dBm,
               10720,Hz,              -63.65, dBm,
               10801,Hz,              -63.74, dBm,
               10882,Hz,              -63.82, dBm,
               10963,Hz,              -63.92, dBm,
               11044,Hz,              -64.01, dBm,
               11125,Hz,              -64.07, dBm,
               11206,Hz,              -64.10, dBm,
               11287,Hz,              -64.08, dBm,
               11368,Hz,              -64.05, dBm,
               11449,Hz,              -64.02, dBm,
               11530,Hz,              -64.04, dBm,
               11611,Hz,              -64.09, dBm,
               11692,Hz,              -64.16, dBm,
               11773,Hz,              -64.24, dBm,
               11854,Hz,              -64.31, dBm,
               11935,Hz,              -64.38, dBm,
               12016,Hz,              -64.45, dBm,
               12097,Hz,              -64.51, dBm,
               12178,Hz,              -64.52, dBm,
               12259,Hz,              -64.48, dBm,
               12340,Hz,              -64.37, dBm,
               12421,Hz,              -64.18, dBm,
               12502,Hz,              -63.92, dBm,
               12583,Hz,              -63.61, dBm,
               12664,Hz,              -63.26, dBm,
               12745,Hz,              -62.86, dBm,
               12826,Hz,              -62.42, dBm,
               12907,Hz,              -61.93, dBm,
               12988,Hz,              -61.43, dBm,
               13069,Hz,              -60.92, dBm,
               13150,Hz,              -60.43, dBm,
               13231,Hz,              -59.99, dBm,
               13312,Hz,              -59.61, dBm,
               13393,Hz,              -59.30, dBm,
               13474,Hz,              -59.05, dBm,
               13555,Hz,              -58.86, dBm,
               13636,Hz,              -58.73, dBm,
               13717,Hz,              -58.67, dBm,
               13798,Hz,              -58.69, dBm,
               13879,Hz,              -58.80, dBm,
               13960,Hz,              -59.00, dBm,
               14041,Hz,              -59.29, dBm,
