Trace1,
Freq,,Amp,,
                1000,Hz,              -17.68, dBm,
                1081,Hz,              -18.06, dBm,
                1162,Hz,              -18.47, dBm,
                1243,Hz,              -18.92, dBm,
                1324,Hz,              -19.41, dBm,
                1405,Hz,              -19.95, dBm,
                1486,Hz,              -20.53, dBm,
                1567,Hz,              -21.15, dBm,
                1648,Hz,              -21.82, dBm,
                1729,Hz,              -22.54, dBm,
                1810,Hz,              -23.32, dBm,
                1891,Hz,              -24.16, dBm,
                1972,Hz,              -25.05, dBm,
                2053,Hz,              -26.01, dBm,
                2134,Hz,              -27.05, dBm,
                2215,Hz,              -28.13, dBm,
                2296,Hz,              -29.26, dBm,
                2377,Hz,              -30.48, dBm,
                2458,Hz,              -31.77, dBm,
                2539,Hz,              -33.11, dBm,
                2620,Hz,              -34.52, dBm,
                2701,Hz,              -35.97, dBm,
                2782,Hz,              -37.46, dBm,
                2863,Hz,              -39.01, dBm,
                2944,Hz,              -40.57, dBm,
                3025,Hz,              -42.15, dBm,
                3106,Hz,              -43.68, dBm,
                3187,Hz,              -45.18, dBm,
                3268,Hz,              -46.61, dBm,
                3349,Hz,              -47.94, dBm,
                3430,Hz,              -49.14, dBm,
                3511,Hz,              -50.20, dBm,
                3592,Hz,              -51.11, dBm,
                3673,Hz,              -51.84, dBm,
                3754,Hz,              -52.42, dBm,
                3835,Hz,              -52.84, dBm,
                3916,Hz,              -53.16, dBm,
                3997,Hz,              -53.42, dBm,
                4078,Hz,              -53.62, dBm,
                4159,Hz,              -53.77, dBm,
                4240,Hz,              -53.91, dBm,
                4321,Hz,              -54.05, dBm,
                4402,Hz,              -54.18, dBm,
                4483,Hz,              -54.31, dBm,
                4564,Hz,              -54.43, dBm,
                4645,Hz,              -54.56, dBm,
                4726,Hz,              -54.69, dBm,
                4807,Hz,              -54.82, dBm,
                4888,Hz,              -54.95, dBm,
                4969,Hz,              -55.08, dBm,
                5050,Hz,              -55.23, dBm,
                5131,Hz,              -55.37, dBm,
                5212,Hz,              -55.51, dBm,
                5293,Hz,              -55.66, dBm,
                5374,Hz,              -55.81, dBm,
                5455,Hz,              -55.95, dBm,
                5536,Hz,              -56.08, dBm,
                5617,Hz,              -56.22, dBm,
                5698,Hz,              -56.34, dBm,
                5779,Hz,              -56.45, dBm,
                5860,Hz,              -56.57, dBm,
                5941,Hz,              -56.68, dBm,
                6022,Hz,              -56.78, dBm,
                6103,Hz,              -56.88, dBm,
                6184,Hz,              -56.96, dBm,
                6265,Hz,              -57.04, dBm,
                6346,Hz,              -57.13, dBm,
                6427,Hz,              -57.22, dBm,
                6508,Hz,              -57.29, dBm,
                6589,Hz,              -57.35, dBm,
                6670,Hz,              -57.41, dBm,
                6751,Hz,              -57.48, dBm,
                6832,Hz,              -57.56, dBm,
                6913,Hz,              -57.62, dBm,
                6994,Hz,              -57.67, dBm,
                7075,Hz,              -57.73, dBm,
                7156,Hz,              -57.80, dBm,
                7237,Hz,              -57.86, dBm,
                7318,Hz,              -57.92, dBm,
                7399,Hz,              -57.98, dBm,
                7480,Hz,              -58.05, dBm,
                7561,Hz,              -58.12, dBm,
                7642,Hz,              -58.19, dBm,
                7723,Hz,              -58.26, dBm,
                7804,Hz,              -58.34, dBm,
                7885,Hz,              -58.44, dBm,
                7966,Hz,              -58.54, dBm,
                8047,Hz,              -58.64, dBm,
                8128,Hz,              -58.75, dBm,
                8209,Hz,              -58.87, dBm,
                8290,Hz,              -58.99, dBm,
                8371,Hz,              -59.12, dBm,
                8452,Hz,              -59.26, dBm,
                8533,Hz,              -59.40, dBm,
                8614,Hz,              -59.53, dBm,
                8695,Hz,              -59.66, dBm,
                8776,Hz,              -59.81, dBm,
                8857,Hz,              -59.96, dBm,
                8938,Hz,              -60.10, dBm,
                9019,Hz,              -60.23, dBm,
                9100,Hz,              -60.36, dBm,
                9181,Hz,              -60.48, dBm,
                9262,Hz,              -60.60, dBm,
                9343,Hz,              -60.72, dBm,
                9424,Hz,              -60.82, dBm,
                9505,Hz,              -60.91, dBm,
