,CH1,CH2
Second,Volt,Volt
7.89400e-02,5.20e+00,2.46e+00, 
7.89800e-02,4.80e+00,2.22e+00, 
7.90200e-02,5.20e+00,2.30e+00, 
7.90600e-02,4.80e+00,2.96e+00, 
7.91000e-02,4.80e+00,3.08e+00, 
7.91400e-02,5.20e+00,3.42e+00, 
7.91800e-02,4.80e+00,3.34e+00, 
7.92200e-02,4.40e+00,2.68e+00, 
7.92600e-02,4.80e+00,2.58e+00, 
7.93000e-02,4.40e+00,2.22e+00, 
7.93400e-02,4.40e+00,2.24e+00, 
7.93800e-02,4.00e+00,2.82e+00, 
7.94200e-02,4.40e+00,2.92e+00, 
7.94600e-02,4.40e+00,3.38e+00, 
7.95000e-02,4.40e+00,3.38e+00, 
7.95400e-02,4.00e+00,2.82e+00, 
7.95800e-02,4.00e+00,2.74e+00, 
7.96200e-02,4.40e+00,2.24e+00, 
7.96600e-02,4.00e+00,2.24e+00, 
7.97000e-02,4.00e+00,2.82e+00, 
7.97400e-02,4.00e+00,2.92e+00, 
7.97800e-02,4.00e+00,3.38e+00, 
7.98200e-02,4.00e+00,3.36e+00, 
7.98600e-02,4.00e+00,2.60e+00, 
7.99000e-02,4.00e+00,2.54e+00, 
7.99400e-02,3.60e+00,2.24e+00, 
7.99800e-02,3.60e+00,2.38e+00, 
8.00200e-02,4.00e+00,3.18e+00, 
8.00600e-02,3.60e+00,3.34e+00, 
8.01000e-02,3.20e+00,3.10e+00, 
8.01400e-02,3.60e+00,3.04e+00, 
8.01800e-02,3.20e+00,2.30e+00, 
