Trace1,
Freq,,Amp,,
                1000,Hz,              -16.90, dBm,
                1081,Hz,              -17.58, dBm,
                1162,Hz,              -18.42, dBm,
                1243,Hz,              -19.44, dBm,
                1324,Hz,              -20.66, dBm,
                1405,Hz,              -22.10, dBm,
                1486,Hz,              -23.74, dBm,
                1567,Hz,              -25.63, dBm,
                1648,Hz,              -27.72, dBm,
                1729,Hz,              -30.00, dBm,
                1810,Hz,              -32.43, dBm,
                1891,Hz,              -34.98, dBm,
                1972,Hz,              -37.64, dBm,
                2053,Hz,              -40.28, dBm,
                2134,Hz,              -42.80, dBm,
                2215,Hz,              -45.11, dBm,
                2296,Hz,              -47.09, dBm,
                2377,Hz,              -48.70, dBm,
                2458,Hz,              -49.89, dBm,
                2539,Hz,              -50.67, dBm,
                2620,Hz,              -51.21, dBm,
                2701,Hz,              -51.62, dBm,
                2782,Hz,              -51.92, dBm,
                2863,Hz,              -52.11, dBm,
                2944,Hz,              -52.22, dBm,
                3025,Hz,              -52.31, dBm,
                3106,Hz,              -52.39, dBm,
                3187,Hz,              -52.47, dBm,
                3268,Hz,              -52.55, dBm,
                3349,Hz,              -52.64, dBm,
                3430,Hz,              -52.72, dBm,
                3511,Hz,              -52.81, dBm,
                3592,Hz,              -52.91, dBm,
                3673,Hz,              -53.03, dBm,
                3754,Hz,              -53.17, dBm,
                3835,Hz,              -53.32, dBm,
                3916,Hz,              -53.49, dBm,
                3997,Hz,              -53.64, dBm,
                4078,Hz,              -53.75, dBm,
                4159,Hz,              -53.80, dBm,
                4240,Hz,              -53.80, dBm,
                4321,Hz,              -53.79, dBm,
                4402,Hz,              -53.76, dBm,
                4483,Hz,              -53.74, dBm,
                4564,Hz,              -53.72, dBm,
                4645,Hz,              -53.73, dBm,
                4726,Hz,              -53.73, dBm,
                4807,Hz,              -53.71, dBm,
                4888,Hz,              -53.65, dBm,
                4969,Hz,              -53.61, dBm,
                5050,Hz,              -53.56, dBm,
                5131,Hz,              -53.51, dBm,
                5212,Hz,              -53.46, dBm,
                5293,Hz,              -53.43, dBm,
                5374,Hz,              -53.42, dBm,
                5455,Hz,              -53.43, dBm,
                5536,Hz,              -53.49, dBm,
                5617,Hz,              -53.54, dBm,
                5698,Hz,              -53.61, dBm,
                5779,Hz,              -53.69, dBm,
                5860,Hz,              -53.80, dBm,
                5941,Hz,              -53.94, dBm,
                6022,Hz,              -54.07, dBm,
                6103,Hz,              -54.19, dBm,
                6184,Hz,              -54.28, dBm,
                6265,Hz,              -54.31, dBm,
                6346,Hz,              -54.32, dBm,
                6427,Hz,              -54.33, dBm,
                6508,Hz,              -54.36, dBm,
                6589,Hz,              -54.43, dBm,
                6670,Hz,              -54.54, dBm,
                6751,Hz,              -54.68, dBm,
                6832,Hz,              -54.81, dBm,
                6913,Hz,              -54.94, dBm,
                6994,Hz,              -55.06, dBm,
                7075,Hz,              -55.16, dBm,
                7156,Hz,              -55.27, dBm,
                7237,Hz,              -55.38, dBm,
                7318,Hz,              -55.49, dBm,
                7399,Hz,              -55.59, dBm,
                7480,Hz,              -55.68, dBm,
                7561,Hz,              -55.78, dBm,
                7642,Hz,              -55.88, dBm,
                7723,Hz,              -55.96, dBm,
