Trace1,
Freq,,Amp,,
                1000,Hz,              -16.93, dBm,
                1081,Hz,              -17.61, dBm,
                1162,Hz,              -18.45, dBm,
                1243,Hz,              -19.46, dBm,
                1324,Hz,              -20.68, dBm,
                1405,Hz,              -22.09, dBm,
                1486,Hz,              -23.72, dBm,
                1567,Hz,              -25.57, dBm,
                1648,Hz,              -27.64, dBm,
                1729,Hz,              -29.89, dBm,
                1810,Hz,              -32.31, dBm,
                1891,Hz,              -34.84, dBm,
                1972,Hz,              -37.42, dBm,
                2053,Hz,              -39.97, dBm,
                2134,Hz,              -42.40, dBm,
                2215,Hz,              -44.60, dBm,
                2296,Hz,              -46.47, dBm,
                2377,Hz,              -47.94, dBm,
                2458,Hz,              -48.99, dBm,
                2539,Hz,              -49.65, dBm,
                2620,Hz,              -50.03, dBm,
                2701,Hz,              -50.28, dBm,
                2782,Hz,              -50.46, dBm,
                2863,Hz,              -50.63, dBm,
                2944,Hz,              -50.82, dBm,
                3025,Hz,              -51.01, dBm,
                3106,Hz,              -51.21, dBm,
                3187,Hz,              -51.41, dBm,
                3268,Hz,              -51.57, dBm,
                3349,Hz,              -51.68, dBm,
                3430,Hz,              -51.78, dBm,
                3511,Hz,              -51.87, dBm,
                3592,Hz,              -51.96, dBm,
                3673,Hz,              -52.03, dBm,
                3754,Hz,              -52.07, dBm,
                3835,Hz,              -52.06, dBm,
                3916,Hz,              -52.00, dBm,
                3997,Hz,              -51.93, dBm,
                4078,Hz,              -51.82, dBm,
                4159,Hz,              -51.72, dBm,
                4240,Hz,              -51.63, dBm,
                4321,Hz,              -51.56, dBm,
                4402,Hz,              -51.48, dBm,
                4483,Hz,              -51.40, dBm,
                4564,Hz,              -51.33, dBm,
                4645,Hz,              -51.28, dBm,
                4726,Hz,              -51.26, dBm,
                4807,Hz,              -51.26, dBm,
                4888,Hz,              -51.24, dBm,
                4969,Hz,              -51.20, dBm,
                5050,Hz,              -51.13, dBm,
                5131,Hz,              -51.04, dBm,
                5212,Hz,              -50.93, dBm,
                5293,Hz,              -50.84, dBm,
                5374,Hz,              -50.76, dBm,
                5455,Hz,              -50.70, dBm,
                5536,Hz,              -50.67, dBm,
                5617,Hz,              -50.65, dBm,
                5698,Hz,              -50.64, dBm,
                5779,Hz,              -50.66, dBm,
                5860,Hz,              -50.69, dBm,
                5941,Hz,              -50.75, dBm,
                6022,Hz,              -50.82, dBm,
                6103,Hz,              -50.89, dBm,
                6184,Hz,              -50.93, dBm,
                6265,Hz,              -50.98, dBm,
                6346,Hz,              -51.03, dBm,
                6427,Hz,              -51.10, dBm,
                6508,Hz,              -51.18, dBm,
                6589,Hz,              -51.27, dBm,
                6670,Hz,              -51.36, dBm,
                6751,Hz,              -51.45, dBm,
                6832,Hz,              -51.52, dBm,
                6913,Hz,              -51.57, dBm,
                6994,Hz,              -51.58, dBm,
                7075,Hz,              -51.58, dBm,
                7156,Hz,              -51.57, dBm,
                7237,Hz,              -51.55, dBm,
                7318,Hz,              -51.55, dBm,
                7399,Hz,              -51.57, dBm,
                7480,Hz,              -51.61, dBm,
                7561,Hz,              -51.68, dBm,
                7642,Hz,              -51.77, dBm,
                7723,Hz,              -51.86, dBm,
                7804,Hz,              -51.97, dBm,
                7885,Hz,              -52.09, dBm,
                7966,Hz,              -52.23, dBm,
                8047,Hz,              -52.38, dBm,
                8128,Hz,              -52.53, dBm,
                8209,Hz,              -52.65, dBm,
                8290,Hz,              -52.70, dBm,
                8371,Hz,              -52.69, dBm,
                8452,Hz,              -52.62, dBm,
                8533,Hz,              -52.54, dBm,
                8614,Hz,              -52.45, dBm,
                8695,Hz,              -52.36, dBm,
                8776,Hz,              -52.27, dBm,
                8857,Hz,              -52.18, dBm,
                8938,Hz,              -52.09, dBm,
                9019,Hz,              -51.99, dBm,
                9100,Hz,              -51.91, dBm,
                9181,Hz,              -51.85, dBm,
                9262,Hz,              -51.84, dBm,
                9343,Hz,              -51.88, dBm,
                9424,Hz,              -51.95, dBm,
                9505,Hz,              -52.02, dBm,
                9586,Hz,              -52.08, dBm,
                9667,Hz,              -52.12, dBm,
                9748,Hz,              -52.17, dBm,
                9829,Hz,              -52.23, dBm,
                9910,Hz,              -52.31, dBm,
                9991,Hz,              -52.41, dBm,
               10072,Hz,              -52.51, dBm,
               10153,Hz,              -52.60, dBm,
               10234,Hz,              -52.68, dBm,
               10315,Hz,              -52.73, dBm,
               10396,Hz,              -52.75, dBm,
               10477,Hz,              -52.76, dBm,
               10558,Hz,              -52.77, dBm,
               10639,Hz,              -52.76, dBm,
               10720,Hz,              -52.75, dBm,
               10801,Hz,              -52.73, dBm,
               10882,Hz,              -52.73, dBm,
               10963,Hz,              -52.74, dBm,
               11044,Hz,              -52.77, dBm,
               11125,Hz,              -52.78, dBm,
               11206,Hz,              -52.76, dBm,
               11287,Hz,              -52.68, dBm,
               11368,Hz,              -52.53, dBm,
               11449,Hz,              -52.34, dBm,
               11530,Hz,              -52.12, dBm,
               11611,Hz,              -51.90, dBm,
               11692,Hz,              -51.68, dBm,
               11773,Hz,              -51.48, dBm,
