Trace1,
Freq,,Amp,,
                1000,Hz,              -18.62, dBm,
                1831,Hz,              -18.86, dBm,
                2662,Hz,              -24.20, dBm,
                3493,Hz,              -43.05, dBm,
                4324,Hz,              -54.85, dBm,
                5155,Hz,              -56.21, dBm,
                5986,Hz,              -56.60, dBm,
                6817,Hz,              -56.48, dBm,
                7648,Hz,              -57.70, dBm,
                8479,Hz,              -59.89, dBm,
                9310,Hz,              -61.95, dBm,
               10141,Hz,              -60.89, dBm,
               10972,Hz,              -58.75, dBm,
               11803,Hz,              -60.54, dBm,
               12634,Hz,              -63.27, dBm,
               13465,Hz,              -63.57, dBm,
               14296,Hz,              -64.60, dBm,
               15127,Hz,              -64.72, dBm,
               15958,Hz,              -64.85, dBm,
               16789,Hz,              -65.79, dBm,
               17620,Hz,              -66.01, dBm,
               18451,Hz,              -67.44, dBm,
               19282,Hz,              -66.92, dBm,
               20113,Hz,              -66.53, dBm,
               20944,Hz,              -64.44, dBm,
               21775,Hz,              -65.32, dBm,
               22606,Hz,              -67.70, dBm,
               23437,Hz,              -68.13, dBm,
               24268,Hz,              -68.32, dBm,
               25099,Hz,              -68.92, dBm,
               25930,Hz,              -68.79, dBm,
               26761,Hz,              -68.90, dBm,
               27592,Hz,              -69.14, dBm,
               28423,Hz,              -68.48, dBm,
               29254,Hz,              -69.27, dBm,
               30085,Hz,              -68.86, dBm,
               30916,Hz,              -67.76, dBm,
               31747,Hz,              -67.80, dBm,
               32578,Hz,              -70.13, dBm,
               33409,Hz,              -70.54, dBm,
               34240,Hz,              -69.46, dBm,
               35071,Hz,              -69.64, dBm,
               35902,Hz,              -69.78, dBm,
               36733,Hz,              -69.46, dBm,
               37564,Hz,              -69.44, dBm,
               38395,Hz,              -70.62, dBm,
               39226,Hz,              -70.30, dBm,
               40057,Hz,              -69.52, dBm,
               40888,Hz,              -68.60, dBm,
               41719,Hz,              -68.26, dBm,
               42550,Hz,              -69.90, dBm,
               43381,Hz,              -71.10, dBm,
               44212,Hz,              -70.73, dBm,
               45043,Hz,              -70.83, dBm,
               45874,Hz,              -71.68, dBm,
               46705,Hz,              -71.27, dBm,
               47536,Hz,              -70.56, dBm,
               48367,Hz,              -71.28, dBm,
               49198,Hz,              -71.87, dBm,
               50029,Hz,              -70.82, dBm,
               50860,Hz,              -69.34, dBm,
               51691,Hz,              -69.47, dBm,
               52522,Hz,              -71.10, dBm,
               53353,Hz,              -71.07, dBm,
               54184,Hz,              -70.56, dBm,
               55015,Hz,              -70.05, dBm,
               55846,Hz,              -70.80, dBm,
               56677,Hz,              -71.68, dBm,
               57508,Hz,              -70.45, dBm,
               58339,Hz,              -69.22, dBm,
               59170,Hz,              -69.38, dBm,
               60001,Hz,              -68.35, dBm,
               60832,Hz,              -66.72, dBm,
               61663,Hz,              -64.45, dBm,
               62494,Hz,              -62.55, dBm,
               63325,Hz,              -62.70, dBm,
               64156,Hz,              -68.15, dBm,
               64987,Hz,              -71.32, dBm,
               65818,Hz,              -73.65, dBm,
               66649,Hz,              -75.21, dBm,
               67480,Hz,              -76.15, dBm,
               68311,Hz,              -76.80, dBm,
               69142,Hz,              -75.03, dBm,
               69973,Hz,              -75.04, dBm,
               70804,Hz,              -74.12, dBm,
               71635,Hz,              -73.88, dBm,
               72466,Hz,              -74.53, dBm,
               73297,Hz,              -75.73, dBm,
               74128,Hz,              -75.73, dBm,
               74959,Hz,              -75.18, dBm,
               75790,Hz,              -74.77, dBm,
               76621,Hz,              -75.50, dBm,
               77452,Hz,              -75.29, dBm,
               78283,Hz,              -75.04, dBm,
               79114,Hz,              -75.68, dBm,
               79945,Hz,              -73.63, dBm,
               80776,Hz,              -73.04, dBm,
               81607,Hz,              -72.61, dBm,
               82438,Hz,              -73.39, dBm,
               83269,Hz,              -73.55, dBm,
               84100,Hz,              -74.26, dBm,
               84931,Hz,              -74.50, dBm,
               85762,Hz,              -73.61, dBm,
               86593,Hz,              -73.24, dBm,
               87424,Hz,              -70.56, dBm,
               88255,Hz,              -68.55, dBm,
               89086,Hz,              -70.85, dBm,
               89917,Hz,              -74.80, dBm,
               90748,Hz,              -74.93, dBm,
               91579,Hz,              -75.37, dBm,
               92410,Hz,              -76.58, dBm,
               93241,Hz,              -76.60, dBm,
               94072,Hz,              -76.75, dBm,
               94903,Hz,              -77.12, dBm,
               95734,Hz,              -76.56, dBm,
               96565,Hz,              -75.40, dBm,
